Ticker,Name,Yahoo,Akt. Kurs,Währung,Perf %,Score,CRV,Elliott-Signal,Elliott-Einstieg,Elliott-Ausstieg,MC-Chance,Zyklus %,Zyklus-Status,ROE %,Debt/Equity,Div. Rendite %,FCF,Enterprise Value,Revenue,FCF Yield %,Growth %,Margin %,Rule of 40,Current Ratio,Institutional Ownership %,Radar Vector,PE,ConfidenceScore,ConfidenceLabel,ConfidenceBreakdown,ISIN,Symbol,YahooSymbol,Sektor,Akt. Kurs [€],Volatility,DownsideDev,MaxDrawdown,AvgVolume,DollarVolume,SMA200,Trend200,MarketRegimeStock,MarketTrend200Stock,MarketRegimeCrypto,MarketTrend200Crypto,MarketDate,RS3M,Sector,Industry,Country,Currency
US7170811035,PFIZER INC.,US7170811035,27.61,USD,2.07,42.81,0.48,BUY,26.83,28.94,60.4,100.0,Zyklus-Hoch,8.58,66.531,636.0,0.0,204229378048.0,62578999296.0,0.0,-1.2,12.42,11.22,1.0,68.0,"[0.0, 17.16, 0.0, 20.0, 21.85]",9.772898,,,,US7170811035,US7170811035,US7170811035,Pharma & Gesundheit,26.43,0.016686,0.011089,0.192595,53193953.33,1468685084.0,23.9697,0.15187,bull,0.0553484204910741,bear,-0.3003931238766364,2026-02-15,0.11453,,,,
US6934831099,POSCO HOL.ADR,US6934831099,63.73,USD,0.27,64.89,2.86,BUY,65.49,81.98,67.1,47.7,Zyklus-neutral,0.81,45.676,278.0,0.0,19552163332096.0,69095001161728.0,0.0,-5.4,0.95,-4.45,1.896,2.67,"[0.0, 1.62, 0.0, 72.33, 23.17]",12.655211,,,,US6934831099,US6934831099,US6934831099,Fundament,63.17,0.026449,0.013843,0.255735,184406.67,11752236.78,52.3091,0.218336,bull,0.0553484204910741,bear,-0.3003931238766364,2026-02-15,0.196214,,,,
US74767V1098,QUANTUMSCAPE A,US74767V1098,8.94,USD,-2.51,0.0,0.0,Seitwärts,0.0,0.0,57.1,60.4,Zyklus-neutral,-38.65,6.004,0.0,-116634872.0,4444975104.0,1.0,-2.62,0.0,0.0,0.0,21.138,32.36,"[0.0, 0.0, 0.0, 39.58, 36.84]",-13.218594,18.4,LOW,"{""coverage"": 0.5714285714285714, ""confluence"": 0.0, ""risk_clean"": 0.0, ""regime_align"": 0.0, ""liquidity"": 0.41610738255033564, ""weights"": {""coverage"": 0.25, ""confluence"": 0.25, ""risk_clean"": 0.2, ""regime_align"": 0.2, ""liquidity"": 0.1}}",US74767V1098,US74767V1098,US74767V1098,Experimente,10.12,0.065152,0.034011,0.579176,16616740.0,148553648.63,9.8691,-0.094145,bull,0.0553484204910741,bear,-0.3003931238766364,2026-02-15,-0.496664,,,,
US7594701077,RELIANCE INDS,US7594701077,64.8,USD,0.15,0.0,0.0,Seitwärts,0.0,0.0,58.2,100.0,Zyklus-Hoch,0.0,37.389,33.0,0.0,2996862451712.0,9252890476544.0,0.0,11.7,7.43,19.13,1.0,0.89,"[23.4, 0.0, 0.0, 0.0, 26.68]",16.744186,21.6,LOW,"{""coverage"": 0.5714285714285714, ""confluence"": 0.0, ""risk_clean"": 0.3333333333333333, ""regime_align"": 0.0, ""liquidity"": 0.06711409395973156, ""weights"": {""coverage"": 0.25, ""confluence"": 0.25, ""risk_clean"": 0.2, ""regime_align"": 0.2, ""liquidity"": 0.1}}",US7594701077,US7594701077,US7594701077,Experimente,60.3,0.014199,0.010426,0.154895,84382.15,5467963.58,65.5387,-0.011271,bull,0.0553484204910741,bear,-0.3003931238766364,2026-02-15,-0.06451,,,,
ROK,ROCKWELL AU.,ROK,394.3699951171875,USD,36.14606202846815,0.0,0.0,Seitwärts,0.0,0.0,66.6,18.2,Zyklus-Tief,23.74,99.289,134.0,1025500032.0,49741873152.0,8566000128.0,2.06,11.9,11.56,23.46,1.156,86.72,"[23.8, 47.48, 0.0, 81.79, 11.78]",30.140837,31.3,LOW,"{""coverage"": 0.5714285714285714, ""confluence"": 0.2, ""risk_clean"": 0.3333333333333333, ""regime_align"": 0.0, ""liquidity"": 0.5369127516778524, ""weights"": {""coverage"": 0.25, ""confluence"": 0.25, ""risk_clean"": 0.2, ""regime_align"": 0.2, ""liquidity"": 0.1}}",,ROK,ROK,Hardware 💻,420.36,0.3211598447530527,0.2221643924986802,0.2777557729893457,1125050.0,443685963.0065918,356.0203813934326,0.1077174671114553,bull,0.0553484204910741,bear,-0.3003931238766364,2026-02-15,0.0250314816561432,,,,
US7960542030,SAMSUNG SDI,US7960542030,54.2,EUR,0.37,49.13,3.73,BUY,59.4,74.42,60.6,36.7,Zyklus-neutral,-2.59,46.177,40.0,0.0,9084264775680.0,13266999836672.0,0.0,2.8,-4.89,-2.09,0.892,0.05,"[5.6, 0.0, 0.0, 83.25, 25.0]",0.0,,,,US7960542030,US7960542030,US7960542030,Energie,57.8,0.04039,0.02287,0.390123,6787.9,367904.19,35.6651,0.519693,bull,0.0553484204910741,bear,-0.3003931238766364,2026-02-15,0.087584,,,,
SAP.DE,SAP SE O.N.,SAP.DE,171.72000122070312,EUR,-38.18333802796477,0.0,0.0,Seitwärts,0.0,0.0,35.8,68.8,Zyklus-neutral,16.46,17.84,134.0,7799625216.0,206661484544.0,36800000000.0,3.77,3.3,19.91,23.21,1.174,40.19,"[6.6, 32.92, 0.0, 31.24, 36.01]",20.883703,31.4,LOW,"{""coverage"": 0.5714285714285714, ""confluence"": 0.2, ""risk_clean"": 0.3333333333333333, ""regime_align"": 0.0, ""liquidity"": 0.5436241610738255, ""weights"": {""coverage"": 0.25, ""confluence"": 0.25, ""risk_clean"": 0.2, ""regime_align"": 0.2, ""liquidity"": 0.1}}",,SAP.DE,SAP.DE,Gehirn,195.54,0.3524680065383703,0.2981604022410775,0.4073923526870796,4148106.75,712312896.1736069,230.43342849731445,-0.2547956156339339,bull,0.0553484204910741,bear,-0.3003931238766364,2026-02-15,-0.2093301918498025,,,,
DE000ENER6Y0,SIEMENS ENERGY,,11.49,USD,0.35,10.5,0.0,Seitwärts,0.0,0.0,62.5,86.5,Zyklus-Hoch,0.0,72.403,752.0,0.0,1.0,28795244.0,0.0,0.0,-80.39,-80.39,0.247,14.27,"[0.0, 0.0, 0.0, 13.54, 25.0]",,,,,DE000ENER6Y0,DE000ENER6Y0,DE000ENER6Y0,Energie,142.2,,,,,,,,bull,0.0553484204910741,bear,-0.3003931238766364,2026-02-15,,,,,
CA82831T1093,SILVER TIGER,CA82831T1093,0.99,CAD,-4.81,0.0,0.0,Seitwärts,0.0,0.0,67.6,11.8,Zyklus-Tief,-4.86,100.0,0.0,-4825026.0,488284608.0,1.0,-0.99,0.0,0.0,0.0,16.853,14.6,"[0.0, 0.0, 0.0, 88.22, 43.18]",35.357143,14.8,LOW,"{""coverage"": 0.5714285714285714, ""confluence"": 0.0, ""risk_clean"": 0.0, ""regime_align"": 0.0, ""liquidity"": 0.05369127516778527, ""weights"": {""coverage"": 0.25, ""confluence"": 0.25, ""risk_clean"": 0.2, ""regime_align"": 0.2, ""liquidity"": 0.1}}",CA82831T1093,CA82831T1093,CA82831T1093,Edelmetalle ⛏️,1.29,0.053178,0.028938,0.35,2462636.67,2438010.32,0.6775,0.461179,bull,0.0553484204910741,bear,-0.3003931238766364,2026-02-15,0.158202,,,,
GB0009223206,SMITH + NEP. DL,GB0009223206,1287.0,GBp,1.1,45.65,0.0,Seitwärts,0.0,0.0,63.3,87.2,Zyklus-Hoch,9.14,62.392,226.0,700875008.0,14034447360.0,5944000000.0,4.99,4.7,8.26,12.96,3.003,69.36,"[9.4, 18.28, 0.0, 12.76, 21.21]",15.511343,,,,GB0009223206,GB0009223206,GB0009223206,Hardware 💻,1243.0,0.018187,0.013796,0.203102,2407634.45,3098625537.15,1234.9876,0.042116,bull,0.0553484204910741,bear,-0.3003931238766364,2026-02-15,-0.021981,,,,
SNOW,SNOWFLAKE INC. A,SNOW,182.2899932861328,USD,-2.83049714532142,0.0,0.0,Seitwärts,0.0,0.0,48.8,55.9,Zyklus-neutral,-53.09,125.912,0.0,1285029632.0,61811384320.0,4386721792.0,2.08,28.7,-30.76,-2.06,1.367,76.66,"[57.4, 0.0, 0.0, 44.05, 1.67]",112.415726,32.8,LOW,"{""coverage"": 0.5714285714285714, ""confluence"": 0.2, ""risk_clean"": 0.3333333333333333, ""regime_align"": 0.0, ""liquidity"": 0.6845637583892618, ""weights"": {""coverage"": 0.25, ""confluence"": 0.25, ""risk_clean"": 0.2, ""regime_align"": 0.2, ""liquidity"": 0.1}}",,SNOW,SNOW,Gehirn,212.77,0.5223521106001084,0.3754198157750904,0.4345457226281102,6763780.0,1232969410.7888794,218.36045013427736,-0.165187683144835,bull,0.0553484204910741,bear,-0.3003931238766364,2026-02-15,-0.3079257924706055,,,,
BE0003470755,SOLVAY S.A. A,BE0003470755,27.98,EUR,4.56,0.0,0.0,Seitwärts,0.0,0.0,51.3,100.0,Zyklus-Hoch,12.58,174.545,868.0,86625000.0,4766044672.0,4905999872.0,1.82,-3.9,3.14,-0.76,1.413,29.14,"[0.0, 25.16, 0.0, 0.0, 17.0]",10.491425,22.0,LOW,"{""coverage"": 0.5714285714285714, ""confluence"": 0.0, ""risk_clean"": 0.3333333333333333, ""regime_align"": 0.0, ""liquidity"": 0.10067114093959728, ""weights"": {""coverage"": 0.25, ""confluence"": 0.25, ""risk_clean"": 0.2, ""regime_align"": 0.2, ""liquidity"": 0.1}}",BE0003470755,BE0003470755,BE0003470755,Experimente,25.84,0.017972,0.01194,0.243309,394781.45,11045984.79,26.997,0.036411,bull,0.0553484204910741,bear,-0.3003931238766364,2026-02-15,0.045768,,,,
LU1778762911,SPOTIFY TECH.,LU1778762911,476.02,USD,14.75,0.0,0.0,Seitwärts,0.0,0.0,41.6,76.0,Zyklus-neutral,22.64,28.873,0.0,789000000.0,92863963136.0,16897000448.0,0.85,7.1,8.31,15.41,1.612,67.37,"[14.2, 45.28, 0.0, 24.02, 38.46]",25.314257,33.2,LOW,"{""coverage"": 0.5714285714285714, ""confluence"": 0.2, ""risk_clean"": 0.3333333333333333, ""regime_align"": 0.0, ""liquidity"": 0.7248322147651006, ""weights"": {""coverage"": 0.25, ""confluence"": 0.25, ""risk_clean"": 0.2, ""regime_align"": 0.2, ""liquidity"": 0.1}}",LU1778762911,LU1778762911,LU1778762911,Medien & Digitales 📱,511.74,0.028865,0.020239,0.468037,2526188.33,1202516142.68,643.928,-0.260756,bull,0.0553484204910741,bear,-0.3003931238766364,2026-02-15,-0.26295,,,,
US8740391003,TAIWAN SEMICON.MANU.ADR/5,US8740391003,6210.81,MXN,1.4,65.66,2.45,BUY,6231.98,7734.88,62.8,81.8,Zyklus-Hoch,35.22,18.187,116.0,619089625088.0,159076159848448.0,3809054031872.0,0.39,20.5,45.1,65.6,2.618,16.13,"[41.0, 70.44, 0.0, 38.21, 25.0]",0.0,,,,US8740391003,US8740391003,US8740391003,Gehirn,5876.64,0.023357,0.015856,0.323434,1881.7,11686881.29,4818.0558,0.28907,bull,0.0553484204910741,bear,-0.3003931238766364,2026-02-15,0.120017,,,,
DE0007446007,TAKKT AG,,11.49,USD,0.35,9.6,0.0,Seitwärts,0.0,0.0,58.0,86.5,Zyklus-Hoch,0.0,72.403,752.0,0.0,1.0,28795244.0,0.0,0.0,-80.39,-80.39,0.247,14.27,"[0.0, 0.0, 0.0, 13.54, 25.0]",,,,,DE0007446007,DE0007446007,DE0007446007,Medien & Digitales 📱,3.67,,,,,,,,bull,0.0553484204910741,bear,-0.3003931238766364,2026-02-15,,,,,
KYG875721634,TENCENT HLDGS,KYG875721634,546.5,HKD,-0.82,0.0,0.0,Seitwärts,0.0,0.0,60.8,13.1,Zyklus-Tief,19.83,32.47,82.0,129573249024.0,5078710222848.0,729841008640.0,2.55,15.4,29.86,45.26,1.356,24.22,"[30.8, 39.66, 0.0, 86.9, 36.1]",15.502593,39.9,LOW,"{""coverage"": 0.5714285714285714, ""confluence"": 0.4, ""risk_clean"": 0.3333333333333333, ""regime_align"": 0.0, ""liquidity"": 0.8993288590604027, ""weights"": {""coverage"": 0.25, ""confluence"": 0.25, ""risk_clean"": 0.2, ""regime_align"": 0.2, ""liquidity"": 0.1}}",KYG875721634,KYG875721634,KYG875721634,Gehirn,607.0,0.019683,0.014176,0.199632,20618189.2,11267840397.8,579.936,-0.057655,bull,0.0553484204910741,bear,-0.3003931238766364,2026-02-15,-0.1938,,,,
TER,TERADYNE INC.,TER,314.6600036621094,USD,178.8752978631747,0.0,0.0,Seitwärts,0.0,0.0,72.8,86.1,Zyklus-Hoch,19.73,10.131,17.0,276822624.0,47649693696.0,3190023936.0,0.58,43.9,17.37,61.27,1.757,105.27,"[87.8, 39.46, 0.0, 13.9, 5.44]",38.050655,36.2,LOW,"{""coverage"": 0.5714285714285714, ""confluence"": 0.6, ""risk_clean"": 0.0, ""regime_align"": 0.0, ""liquidity"": 0.6912751677852349, ""weights"": {""coverage"": 0.25, ""confluence"": 0.25, ""risk_clean"": 0.2, ""regime_align"": 0.2, ""liquidity"": 0.1}}",,TER,TER,Hardware 💻,239.62,0.6182753579529691,0.3835874620462883,0.4267397789771533,4088595.0,1286517317.672882,144.59795780181884,1.1761026811552342,bull,0.0553484204910741,bear,-0.3003931238766364,2026-02-15,0.8401484841527218,,,,
CNE100006CQ4,UBTECH ROBOT.CORP.,CNE100006CQ4,129.8,HKD,1.17,0.0,0.0,Seitwärts,0.0,0.0,62.0,14.4,Zyklus-Tief,-48.53,57.216,0.0,-506247008.0,56993132544.0,1439591936.0,-0.89,27.6,-70.91,-43.31,1.495,16.68,"[55.2, 0.0, 0.0, 85.56, 72.86]",-73.768105,26.0,LOW,"{""coverage"": 0.5714285714285714, ""confluence"": 0.2, ""risk_clean"": 0.0, ""regime_align"": 0.0, ""liquidity"": 0.6711409395973155, ""weights"": {""coverage"": 0.25, ""confluence"": 0.25, ""risk_clean"": 0.2, ""regime_align"": 0.2, ""liquidity"": 0.1}}",CNE100006CQ4,CNE100006CQ4,CNE100006CQ4,Hardware 💻,141.1,0.04215,0.029103,0.457556,7715824.32,1001514019.85,109.106,0.189669,bull,0.0553484204910741,bear,-0.3003931238766364,2026-02-15,-0.060826,,,,
UMI.BR,UMICORE,UMI.BR,19.049999237060547,EUR,85.43531370846918,0.0,0.0,Seitwärts,0.0,0.0,68.0,0.0,Zyklus-Tief,7.19,142.464,258.0,972513728.0,6383084544.0,16115299328.0,15.24,16.8,0.8,17.6,1.385,41.43,"[33.6, 14.38, 0.0, 100.0, 14.62]",14.204213,22.4,LOW,"{""coverage"": 0.5714285714285714, ""confluence"": 0.0, ""risk_clean"": 0.3333333333333333, ""regime_align"": 0.0, ""liquidity"": 0.1476510067114094, ""weights"": {""coverage"": 0.25, ""confluence"": 0.25, ""risk_clean"": 0.2, ""regime_align"": 0.2, ""liquidity"": 0.1}}",,UMI.BR,UMI.BR,Recycling,21.36,0.457355167992124,0.3020452043269078,0.2983947217227088,575570.75,10964622.348374369,14.912424998283386,0.2774581759340582,bull,0.0553484204910741,bear,-0.3003931238766364,2026-02-15,0.1076397278573142,,,,
US9043111072,UNDER ARMOUR,US9043111072,7.09,USD,-9.8,0.0,0.0,Seitwärts,0.0,0.0,47.3,51.3,Zyklus-neutral,-30.39,117.662,0.0,-385754240.0,4243432192.0,4975792128.0,-9.09,-5.2,-10.44,-15.64,1.431,109.25,"[0.0, 0.0, 0.0, 48.7, 12.88]",31.058352,17.4,LOW,"{""coverage"": 0.5714285714285714, ""confluence"": 0.0, ""risk_clean"": 0.0, ""regime_align"": 0.0, ""liquidity"": 0.31543624161073824, ""weights"": {""coverage"": 0.25, ""confluence"": 0.25, ""risk_clean"": 0.2, ""regime_align"": 0.2, ""liquidity"": 0.1}}",US9043111072,US9043111072,US9043111072,Konsum & Lifestyle,6.38,0.035488,0.026203,0.434959,12142701.67,86091756.67,5.6263,0.260153,bull,0.0553484204910741,bear,-0.3003931238766364,2026-02-15,0.48689,,,,
US91324P1021,UNITEDHEALTH,US91324P1021,273.22,USD,-0.9,0.0,0.0,Seitwärts,0.0,0.0,33.6,26.5,Zyklus-neutral,12.54,77.08,324.0,15929249792.0,300506185728.0,447567003648.0,5.3,12.3,2.69,14.99,0.788,83.33,"[24.6, 25.08, 0.0, 73.53, 34.9]",13.6433325,29.0,LOW,"{""coverage"": 0.5714285714285714, ""confluence"": 0.0, ""risk_clean"": 0.3333333333333333, ""regime_align"": 0.0, ""liquidity"": 0.8053691275167785, ""weights"": {""coverage"": 0.25, ""confluence"": 0.25, ""risk_clean"": 0.2, ""regime_align"": 0.2, ""liquidity"": 0.1}}",US91324P1021,US91324P1021,US91324P1021,Pharma & Gesundheit,281.25,0.032366,0.032634,0.600551,8698126.67,2376502178.48,319.2164,-0.144092,bull,0.0553484204910741,bear,-0.3003931238766364,2026-02-15,-0.186178,,,,
BRVALEACNOR0,VALE S.A.,BRVALEACNOR0,87.05,BRL,-0.3,0.0,0.0,Seitwärts,0.0,0.0,80.6,3.6,Zyklus-Tief,13.27,50.201,792.0,-951249984.0,458628300800.0,213320007680.0,-0.21,7.0,14.15,21.15,1.237,43.69,"[14.0, 26.54, 0.0, 96.37, 18.54]",8.056645,29.1,LOW,"{""coverage"": 0.5714285714285714, ""confluence"": 0.0, ""risk_clean"": 0.3333333333333333, ""regime_align"": 0.0, ""liquidity"": 0.8187919463087249, ""weights"": {""coverage"": 0.25, ""confluence"": 0.25, ""risk_clean"": 0.2, ""regime_align"": 0.2, ""liquidity"": 0.1}}",BRVALEACNOR0,BRVALEACNOR0,BRVALEACNOR0,Fundament,85.14,0.014654,0.010249,0.153912,29423716.67,2561334625.63,58.7091,0.482733,bull,0.0553484204910741,bear,-0.3003931238766364,2026-02-15,0.364013,,,,
CA92859G6085,VIZSLA SILVER,CA92859G6085,5.53,CAD,0.73,0.0,0.0,Seitwärts,0.0,0.0,60.3,5.0,Zyklus-Tief,-3.22,100.0,0.0,-38075144.0,1614304768.0,1.0,-2.36,0.0,0.0,0.0,33.437,57.89,"[0.0, 0.0, 0.0, 94.98, 92.49]",-57.42399,15.2,LOW,"{""coverage"": 0.5714285714285714, ""confluence"": 0.0, ""risk_clean"": 0.0, ""regime_align"": 0.0, ""liquidity"": 0.09395973154362414, ""weights"": {""coverage"": 0.25, ""confluence"": 0.25, ""risk_clean"": 0.2, ""regime_align"": 0.2, ""liquidity"": 0.1}}",CA92859G6085,CA92859G6085,CA92859G6085,Edelmetalle ⛏️,9.02,0.041205,0.031831,0.407127,1810043.33,10009540.01,5.5466,-0.002993,bull,0.0553484204910741,bear,-0.3003931238766364,2026-02-15,-0.100448,,,,
CA9628791027,WHEATON PREC.,CA9628791027,196.03,CAD,1.26,101.3,3.74,BUY,214.41,269.3,76.2,38.5,Zyklus-neutral,13.05,0.099,48.0,376391360.0,87851417600.0,1830402048.0,0.43,54.5,54.72,109.22,8.089,73.33,"[100.0, 26.1, 95.05, 81.5, 16.33]",34.90334,,,,CA9628791027,CA9628791027,CA9628791027,Edelmetalle ⛏️,202.53,0.02389,0.021368,0.171068,801638.33,157145161.5,142.5407,0.375256,bull,0.0553484204910741,bear,-0.3003931238766364,2026-02-15,0.334712,,,,
KYG9830T1067,XIAOMI CORP. CL.B,KYG9830T1067,37.34,HKD,4.95,0.0,0.0,Seitwärts,0.0,0.0,46.9,100.0,Zyklus-Hoch,19.86,10.389,0.0,32390629376.0,839264567296.0,449375305728.0,3.86,22.3,9.82,32.12,1.317,24.94,"[44.6, 39.72, 0.0, 0.0, 42.06]",18.211044,39.8,LOW,"{""coverage"": 0.5714285714285714, ""confluence"": 0.4, ""risk_clean"": 0.3333333333333333, ""regime_align"": 0.0, ""liquidity"": 0.8859060402684564, ""weights"": {""coverage"": 0.25, ""confluence"": 0.25, ""risk_clean"": 0.2, ""regime_align"": 0.2, ""liquidity"": 0.1}}",KYG9830T1067,KYG9830T1067,KYG9830T1067,Hardware 💻,35.56,0.029338,0.02192,0.435412,174106896.92,6501151557.43,48.4201,-0.228832,bull,0.0553484204910741,bear,-0.3003931238766364,2026-02-15,-0.165793,,,,
YASKY,YASKAWA EL. CORP.,YASKY,69.06999969482422,USD,27.292238213684893,0.0,0.0,Seitwärts,0.0,0.0,55.7,68.1,Zyklus-neutral,0.0,24.901,129.0,0.0,101908422656.0,539219984384.0,0.0,0.0,6.87,6.87,2.139,0.0,"[0.0, 0.0, 0.0, 31.91, 25.0]",0.0,21.1,LOW,"{""coverage"": 0.5714285714285714, ""confluence"": 0.0, ""risk_clean"": 0.3333333333333333, ""regime_align"": 0.0, ""liquidity"": 0.01342281879194629, ""weights"": {""coverage"": 0.25, ""confluence"": 0.25, ""risk_clean"": 0.2, ""regime_align"": 0.2, ""liquidity"": 0.1}}",,YASKY,YASKY,Hardware 💻,66.06,0.5007029811653512,0.3253296116269384,0.3676670699804906,10595.0,731796.6467666626,50.21828500747681,0.3753954298626616,bull,0.0553484204910741,bear,-0.3003931238766364,2026-02-15,0.2877314634441723,,,,
JE00BF50RG45,YELLOW CAKE PLC,JE00BF50RG45,640.0,GBp,-0.62,0.0,0.0,Seitwärts,0.0,0.0,58.0,8.2,Zyklus-Tief,-0.45,100.0,0.0,-3478875.0,1350797696.0,5420000.0,-0.26,0.0,-153.91,-153.91,35.049,56.08,"[0.0, 0.0, 0.0, 91.83, 100.0]",-239.24458,28.0,LOW,"{""coverage"": 0.5714285714285714, ""confluence"": 0.0, ""risk_clean"": 0.3333333333333333, ""regime_align"": 0.0, ""liquidity"": 0.7046979865771812, ""weights"": {""coverage"": 0.25, ""confluence"": 0.25, ""risk_clean"": 0.2, ""regime_align"": 0.2, ""liquidity"": 0.1}}",JE00BF50RG45,JE00BF50RG45,JE00BF50RG45,Energie,679.0,0.023781,0.014334,0.195498,1712783.73,1096181589.33,537.9195,0.189769,bull,0.0553484204910741,bear,-0.3003931238766364,2026-02-15,0.17526,,,,
US98956A1051,ZETA GLOBAL,US98956A1051,17.17,USD,1.18,83.39,8.58,BUY,24.9,31.9,46.3,24.7,Zyklus-neutral,-3.92,30.196,0.0,160941248.0,3953812480.0,1224702976.0,4.07,25.7,-1.86,23.84,3.011,83.76,"[51.4, 0.0, 0.0, 95.27, 53.49]",17.743103,,,,US98956A1051,US98956A1051,US98956A1051,Medien & Digitales 📱,20.1,0.046695,0.024962,0.553665,7605605.0,130588238.43,17.5667,-0.022582,bull,0.0553484204910741,bear,-0.3003931238766364,2026-02-15,-0.154508,,,,
CNE100000502,ZIJIN MINING,CNE100000502,43.72,HKD,3.31,0.0,0.0,Seitwärts,0.0,0.0,77.8,53.8,Zyklus-neutral,28.01,74.84,129.0,31392294912.0,1275161870336.0,327443021824.0,2.46,8.1,13.91,22.01,1.199,46.16,"[16.2, 56.02, 0.0, 46.24, 20.58]",16.63815,34.3,LOW,"{""coverage"": 0.5714285714285714, ""confluence"": 0.2, ""risk_clean"": 0.3333333333333333, ""regime_align"": 0.0, ""liquidity"": 0.8389261744966443, ""weights"": {""coverage"": 0.25, ""confluence"": 0.25, ""risk_clean"": 0.2, ""regime_align"": 0.2, ""liquidity"": 0.1}}",CNE100000502,CNE100000502,CNE100000502,Fundament,43.4,0.029056,0.021997,0.226537,67088195.23,2933095977.5,27.8854,0.567847,bull,0.0553484204910741,bear,-0.3003931238766364,2026-02-15,0.297545,,,,
VOW3.DE,Volkswagen AG Vz.,VOW3.DE,103.0999984741211,EUR,10.13799194743379,0.0,0.0,Seitwärts,0.0,0.0,58.0,57.2,Zyklus-neutral,3.58,130.129,630.0,-83611090944.0,262762414080.0,326045990912.0,-31.82,2.3,2.26,4.56,1.096,27.73,"[4.6, 7.16, 0.0, 42.85, 28.51]",4.8342667,24.0,LOW,"{""coverage"": 0.5714285714285714, ""confluence"": 0.0, ""risk_clean"": 0.3333333333333333, ""regime_align"": 0.0, ""liquidity"": 0.3087248322147651, ""weights"": {""coverage"": 0.25, ""confluence"": 0.25, ""risk_clean"": 0.2, ""regime_align"": 0.2, ""liquidity"": 0.1}}",,VOW3.DE,VOW3.DE,Andere 🌐,102.3,0.2741162898405831,0.1661593040706015,0.2388561067184849,859633.55,88628217.6933033,96.62644092559816,0.0669957155258109,bull,0.0553484204910741,bear,-0.3003931238766364,2026-02-15,0.0739138699367332,,,,
ADA-EUR,CARDANO (KRYPTO),ADA-EUR,0.2490350902080536,EUR,-66.55082936519024,0.0,0.0,Seitwärts,0.0,0.0,35.8,26.1,Zyklus-neutral,0.0,100.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,"[0.0, 0.0, 0.0, 73.94, 25.0]",0.0,18.1,LOW,"{""coverage"": 0.5714285714285714, ""confluence"": 0.0, ""risk_clean"": 0.0, ""regime_align"": 0.0, ""liquidity"": 0.3825503355704698, ""weights"": {""coverage"": 0.25, ""confluence"": 0.25, ""risk_clean"": 0.2, ""regime_align"": 0.2, ""liquidity"": 0.1}}",,ADA-EUR,ADA-EUR,Krypto 🪙,0.3,0.930994017791506,0.5198964286710863,0.8083113256107033,678258620.45,168910196.72815573,0.5003583645820617,-0.5022865453322298,bull,0.0553484204910741,bear,-0.3003931238766364,2026-02-15,-0.0599810910197333,,,,
DOGE-EUR,DOGECOIN (KRYPTO),DOGE-EUR,0.0965121239423751,EUR,-62.735911801832586,0.0,0.0,Seitwärts,0.0,0.0,37.9,22.1,Zyklus-neutral,0.0,100.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,"[0.0, 0.0, 0.0, 77.91, 25.0]",0.0,17.5,LOW,"{""coverage"": 0.5714285714285714, ""confluence"": 0.0, ""risk_clean"": 0.0, ""regime_align"": 0.0, ""liquidity"": 0.3221476510067114, ""weights"": {""coverage"": 0.25, ""confluence"": 0.25, ""risk_clean"": 0.2, ""regime_align"": 0.2, ""liquidity"": 0.1}}",,DOGE-EUR,DOGE-EUR,Krypto 🪙,0.1,0.7808037821271683,0.5062980909443726,0.7105465437268352,1378331589.05,133025709.15608454,0.1523641357198357,-0.366569281633049,bull,0.0553484204910741,bear,-0.3003931238766364,2026-02-15,0.0601954772897165,,,,
SOL-EUR,SOLANA (KRYPTO),SOL-EUR,75.75447082519531,EUR,-59.13363196039407,0.0,0.0,Seitwärts,0.0,0.0,35.7,28.2,Zyklus-neutral,0.0,100.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,"[0.0, 0.0, 0.0, 71.85, 25.0]",0.0,24.0,LOW,"{""coverage"": 0.5714285714285714, ""confluence"": 0.0, ""risk_clean"": 0.0, ""regime_align"": 0.0, ""liquidity"": 0.9664429530201343, ""weights"": {""coverage"": 0.25, ""confluence"": 0.25, ""risk_clean"": 0.2, ""regime_align"": 0.2, ""liquidity"": 0.1}}",,SOL-EUR,SOL-EUR,Krypto 🪙,105.31,0.7137306471059695,0.484608052751002,0.6857490624134656,4680026109.8,354532901395.9964,139.77858814239502,-0.4580395192715579,bull,0.0553484204910741,bear,-0.3003931238766364,2026-02-15,-0.1172622632749397,,,,
